facility_id,County,n_inspections,n_investigations,n_enforcement,n_limitations,n_other,n_docs_total,n_civil_fines,n_stop_placement,n_conditions,years_present,latest_year,latest_enforcement_year,fetch_status
OR-F00520,Washington,2,0,1,2,0,5,1,0,0,,,,ok
OR-F00283,Washington,2,0,1,7,0,10,0,0,1,,,,ok
OR-F00314,Washington,1,0,1,41,0,43,0,0,1,,,,ok
OR-F00670,Washington,6,4,2,117,0,125,0,0,2,,,,ok
OR-F00530,Washington,10,0,1,15,0,26,0,0,1,,,,ok
OR-F00269,Washington,4,1,0,4,0,8,0,0,0,,,,ok
OR-F00181,Washington,4,1,0,1,0,5,0,0,0,,,,ok
OR-F00005,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00180,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00290,Washington,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00746,Washington,3,1,0,6,0,9,0,0,0,,,,ok
OR-F00262,Washington,4,1,0,4,0,8,0,0,0,,,,ok
OR-F00097,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00130,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00305,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00209,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00148,Washington,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00501,Washington,3,0,0,4,0,7,0,0,0,,,,ok
OR-F00502,Washington,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00259,Washington,6,2,0,0,0,6,0,0,0,,,,ok
OR-F00412,Washington,7,0,1,7,0,15,0,0,1,,,,ok
OR-F00426,Washington,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00271,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00622,Washington,1,0,0,1,0,2,0,0,0,,,,ok
OR-F00064,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00370,Washington,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00686,Washington,3,0,0,30,0,33,0,0,0,,,,ok
OR-F00192,Washington,3,0,0,4,0,7,0,0,0,,,,ok
OR-F00471,Washington,3,0,0,4,0,7,0,0,0,,,,ok
OR-F00523,Washington,4,1,0,4,0,8,0,0,0,,,,ok
OR-F00151,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00022,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00692,Washington,4,1,0,2,0,6,0,0,0,,,,ok
OR-F00585,Washington,9,0,1,1,0,11,0,0,1,,,,ok
OR-F00747,Washington,6,1,0,3,0,9,0,0,0,,,,ok
OR-F00110,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00250,Washington,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00386,Washington,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00715,Washington,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00613,Washington,3,1,0,1,0,4,0,0,0,,,,ok
OR-F00724,Washington,13,5,1,5,0,19,0,0,1,,,,ok
OR-F00554,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00651,Washington,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00656,Washington,1,0,0,7,0,8,0,0,0,,,,ok
OR-F00365,Washington,1,0,0,7,0,8,0,0,0,,,,ok
OR-F00347,Washington,4,1,0,17,0,21,0,0,0,,,,ok
OR-F00664,Washington,3,0,0,15,0,18,0,0,0,,,,ok
OR-F00638,Washington,5,1,0,10,0,15,0,0,0,,,,ok
OR-F00639,Washington,3,0,0,16,0,19,0,0,0,,,,ok
OR-F00149,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00161,Washington,4,1,0,8,0,12,0,0,0,,,,ok
OR-F00219,Washington,0,0,3,93,0,96,0,0,3,,,,ok
OR-F00598,Washington,4,1,0,2,0,6,0,0,0,,,,ok
OR-F00116,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00344,Washington,3,1,1,38,0,42,0,0,1,,,,ok
OR-F00701,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00602,Washington,6,1,0,1,0,7,0,0,0,,,,ok
OR-F00388,Washington,4,0,1,6,0,11,0,0,1,,,,ok
OR-F00176,Washington,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00122,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00578,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00614,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00420,Washington,4,0,1,7,0,12,0,0,1,,,,ok
OR-F00552,Washington,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00531,Washington,4,0,0,16,0,20,0,0,0,,,,ok
OR-F00776,Washington,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00332,Washington,4,2,3,105,0,112,0,0,3,,,,ok
OR-F00340,Washington,15,12,2,185,0,202,0,0,2,,,,ok
OR-F00089,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00772,Washington,3,0,0,5,0,8,0,0,0,,,,ok
OR-F00684,Washington,2,0,1,19,0,22,0,0,1,,,,ok
OR-F00754,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00220,Washington,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00497,Washington,2,0,0,3,0,5,0,0,0,,,,ok
OR-F00697,Washington,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00785,Washington,0,0,0,3,0,3,0,0,0,,,,ok
OR-F00060,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00407,Washington,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00583,Washington,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00032,Clackamas,1,0,0,2,0,3,0,0,0,,,,ok
OR-F00026,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00733,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00237,Clackamas,6,0,0,3,0,9,0,0,0,,,,ok
OR-F00006,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00402,Clackamas,4,0,1,5,0,10,0,0,1,,,,ok
OR-F00699,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00773,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00717,Clackamas,5,1,0,2,0,7,0,0,0,,,,ok
OR-F00169,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00437,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00704,Clackamas,7,0,0,0,0,7,0,0,0,,,,ok
OR-F00440,Clackamas,6,0,0,8,0,14,0,0,0,,,,ok
OR-F00593,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00721,Clackamas,16,0,6,10,0,32,0,0,6,,,,ok
OR-F00394,Clackamas,4,1,0,1,0,5,0,0,0,,,,ok
OR-F00546,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00190,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00493,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00474,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00472,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00059,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00450,Clackamas,4,0,0,3,0,7,0,0,0,,,,ok
OR-F00422,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00371,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00536,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00477,Clackamas,5,0,0,3,0,8,0,0,0,,,,ok
OR-F00102,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00233,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00298,Clackamas,3,1,0,9,0,12,0,0,0,,,,ok
OR-F00576,Clackamas,3,0,0,32,0,35,0,0,0,,,,ok
OR-F00681,Clackamas,3,1,0,18,0,21,0,0,0,,,,ok
OR-F00201,Clackamas,9,8,1,35,0,45,0,0,1,,,,ok
OR-F00194,Clackamas,18,17,1,92,0,111,0,0,1,,,,ok
OR-F00348,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00790,Clackamas,7,0,0,2,0,9,0,0,0,,,,ok
OR-F00359,Clackamas,8,5,4,25,0,37,0,0,4,,,,ok
OR-F00251,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00519,Clackamas,4,0,0,2,0,6,0,0,0,,,,ok
OR-F00382,Clackamas,5,0,0,5,0,10,0,0,0,,,,ok
OR-F00092,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00171,Clackamas,8,0,0,2,0,10,0,0,0,,,,ok
OR-F00154,Clackamas,14,0,1,4,0,19,0,0,1,,,,ok
OR-F00631,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00301,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00609,Clackamas,5,0,0,0,0,5,0,0,0,,,,ok
OR-F00300,Clackamas,8,3,3,145,0,156,0,0,3,,,,ok
OR-F00303,Clackamas,6,2,3,35,0,44,0,0,3,,,,ok
OR-F00016,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00282,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00187,Clackamas,4,0,1,0,0,5,0,0,1,,,,ok
OR-F00680,Clackamas,5,2,2,56,0,63,0,0,2,,,,ok
OR-F00242,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00155,Clackamas,2,0,0,1,0,3,0,0,0,,,,ok
OR-F00627,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00737,Clackamas,14,2,0,5,0,19,0,0,0,,,,ok
OR-F00275,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00224,Clackamas,9,2,0,3,0,12,0,0,0,,,,ok
OR-F00362,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00451,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00791,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00484,Clackamas,7,1,0,4,0,11,0,0,0,,,,ok
OR-F00763,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00304,Clackamas,7,3,0,23,0,30,0,0,0,,,,ok
OR-F00486,Clackamas,7,0,1,8,0,16,0,0,1,,,,ok
OR-F00101,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00044,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00431,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00409,Clackamas,8,0,1,6,0,15,0,0,1,,,,ok
OR-F00281,Clackamas,6,0,0,7,0,13,0,0,0,,,,ok
OR-F00153,Clackamas,5,1,0,0,0,5,0,0,0,,,,ok
OR-F00312,Clackamas,4,1,0,46,0,50,0,0,0,,,,ok
OR-F00330,Clackamas,3,0,0,12,0,15,0,0,0,,,,ok
OR-F00725,Clackamas,8,0,0,1,0,9,0,0,0,,,,ok
OR-F00398,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00485,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00286,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00466,Clackamas,7,0,1,9,0,17,0,0,1,,,,ok
OR-F00490,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00246,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00179,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00659,Clackamas,6,1,1,35,0,42,0,0,1,,,,ok
OR-F00738,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00170,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00550,Clackamas,8,1,0,20,0,28,0,0,0,,,,ok
OR-F00230,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00524,Clackamas,5,0,0,4,0,9,0,0,0,,,,ok
OR-F00565,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00723,Clackamas,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00030,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00261,Clackamas,5,0,0,4,0,9,0,0,0,,,,ok
OR-F00460,Clackamas,5,0,0,5,0,10,0,0,0,,,,ok
OR-F00208,Clackamas,5,1,0,1,0,6,0,0,0,,,,ok
OR-F00010,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00594,Clackamas,8,0,0,6,0,14,0,0,0,,,,ok
OR-F00025,Clackamas,4,0,1,8,0,13,0,0,1,,,,ok
OR-F00792,Clackamas,7,0,1,9,0,17,0,0,1,,,,ok
OR-F00385,Clackamas,6,0,0,3,0,9,0,0,0,,,,ok
OR-F00372,Clackamas,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00503,Clackamas,4,1,0,2,0,6,0,0,0,,,,ok
OR-F00046,Clackamas,5,1,0,0,0,5,0,0,0,,,,ok
OR-F00311,Clackamas,5,2,4,29,0,38,0,0,4,,,,ok
OR-F00319,Clackamas,4,1,1,21,0,26,0,0,1,,,,ok
OR-F00338,Clackamas,4,1,3,19,0,26,0,0,3,,,,ok
OR-F00318,Clackamas,3,1,1,30,0,34,0,0,1,,,,ok
OR-F00029,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00375,Clackamas,5,0,0,0,0,5,0,0,0,,,,ok
OR-F00731,Clackamas,6,0,0,7,0,13,0,0,0,,,,ok
OR-F00789,Clackamas,13,0,0,17,0,30,0,0,0,,,,ok
OR-F00074,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00100,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00618,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00088,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00610,Clackamas,5,0,0,4,0,9,0,0,0,,,,ok
OR-F00557,Clackamas,4,0,0,9,0,13,0,0,0,,,,ok
OR-F00387,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00495,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00779,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00041,Clackamas,1,0,0,1,0,2,0,0,0,,,,ok
OR-F00703,Clackamas,6,0,0,3,0,9,0,0,0,,,,ok
OR-F00218,Clackamas,8,3,1,29,0,38,0,0,1,,,,ok
OR-F00124,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00432,Clackamas,6,1,0,15,0,21,0,0,0,,,,ok
OR-F00336,Clackamas,7,2,3,6,0,16,0,0,3,,,,ok
OR-F00329,Clackamas,4,1,2,37,0,43,0,0,2,,,,ok
OR-F00364,Clackamas,2,0,0,12,0,14,0,0,0,,,,ok
OR-F00355,Clackamas,7,2,0,25,0,32,0,0,0,,,,ok
OR-F00353,Clackamas,6,1,0,8,0,14,0,0,0,,,,ok
OR-F00573,Clackamas,6,2,1,64,0,71,0,0,1,,,,ok
OR-F00133,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00570,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00739,Clackamas,6,0,0,14,0,20,0,0,0,,,,ok
OR-F00007,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00661,Clackamas,11,7,4,199,0,214,0,0,4,,,,ok
OR-F00105,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00054,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00320,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00360,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00700,Clackamas,10,0,0,3,0,13,0,0,0,,,,ok
OR-F00118,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00662,Clackamas,7,4,6,99,0,112,0,0,6,,,,ok
OR-F00514,Clackamas,4,0,0,2,0,6,0,0,0,,,,ok
OR-F00001,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00120,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00302,Clackamas,4,0,1,11,0,16,0,0,1,,,,ok
OR-F00419,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00515,Clackamas,4,0,0,5,0,9,0,0,0,,,,ok
OR-F00665,Clackamas,5,1,0,23,0,28,0,0,0,,,,ok
OR-F00445,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00498,Clackamas,10,0,1,6,0,17,0,0,1,,,,ok
OR-F00596,Clackamas,5,1,0,5,0,10,0,0,0,,,,ok
OR-F00043,Clackamas,2,0,0,4,0,6,0,0,0,,,,ok
OR-F00307,Clackamas,4,0,0,9,0,13,0,0,0,,,,ok
OR-F00185,Clackamas,4,0,0,3,0,7,0,0,0,,,,ok
OR-F00055,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00145,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00174,Clackamas,7,0,0,7,0,14,0,0,0,,,,ok
OR-F00264,Clackamas,5,0,0,8,0,13,0,0,0,,,,ok
OR-F00555,Clackamas,7,0,0,1,0,8,0,0,0,,,,ok
OR-F00479,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00034,Clackamas,4,1,0,6,0,10,0,0,0,,,,ok
OR-F00696,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00182,Clackamas,2,0,0,1,0,3,0,0,0,,,,ok
OR-F00255,Clackamas,6,1,0,0,0,6,0,0,0,,,,ok
OR-F00688,Clackamas,7,0,0,4,0,11,0,0,0,,,,ok
OR-F00272,Clackamas,8,0,1,7,0,16,0,0,1,,,,ok
OR-F00653,Clackamas,3,0,0,7,0,10,0,0,0,,,,ok
OR-F00098,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00188,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00513,Clackamas,9,0,2,8,0,19,0,0,2,,,,ok
OR-F00003,Clackamas,3,1,0,2,0,5,0,0,0,,,,ok
OR-F00361,Clackamas,2,0,0,3,0,5,0,0,0,,,,ok
OR-F00106,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00103,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00221,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00117,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00408,Clackamas,3,0,0,4,0,7,0,0,0,,,,ok
OR-F00383,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00427,Clackamas,6,0,0,3,0,9,0,0,0,,,,ok
OR-F00380,Clackamas,6,0,0,0,0,6,0,0,0,,,,ok
OR-F00457,Clackamas,4,0,0,2,0,6,0,0,0,,,,ok
OR-F00399,Clackamas,5,0,0,0,0,5,0,0,0,,,,ok
OR-F00446,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00395,Clackamas,5,0,0,0,0,5,0,0,0,,,,ok
OR-F00135,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00379,Clackamas,5,0,0,1,0,6,0,0,0,,,,ok
OR-F00687,Clackamas,5,0,0,0,0,5,0,0,0,,,,ok
OR-F00401,Clackamas,7,0,0,6,0,13,0,0,0,,,,ok
OR-F00210,Clackamas,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00111,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00491,Clackamas,3,0,0,3,0,6,0,0,0,,,,ok
OR-F00755,Clackamas,6,0,0,0,0,6,0,0,0,,,,ok
OR-F00693,Clackamas,5,0,0,4,0,9,0,0,0,,,,ok
OR-F00346,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00391,Clackamas,8,1,1,11,0,20,0,0,1,,,,ok
OR-F00260,Clackamas,5,0,0,3,0,8,0,0,0,,,,ok
OR-F00374,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00288,Clackamas,7,0,1,1,0,9,0,0,1,,,,ok
OR-F00249,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00428,Clackamas,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00337,Clackamas,5,2,0,70,0,75,0,0,0,,,,ok
OR-F00213,Clackamas,16,8,0,25,0,41,0,0,0,,,,ok
OR-F00673,Clackamas,3,1,0,31,0,34,0,0,0,,,,ok
OR-F00356,Clackamas,2,0,0,2,0,4,0,0,0,,,,ok
OR-F00204,Clackamas,9,4,0,23,0,32,0,0,0,,,,ok
OR-F00216,Clackamas,11,9,0,30,0,41,0,0,0,,,,ok
OR-F00641,Clackamas,3,1,1,22,0,26,0,0,1,,,,ok
OR-F00207,Clackamas,9,6,1,25,0,35,0,0,1,,,,ok
OR-F00752,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00467,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00564,Clackamas,3,0,0,4,0,7,0,0,0,,,,ok
OR-F00134,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00377,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00604,Clackamas,11,1,0,2,0,13,0,0,0,,,,ok
OR-F00685,Clackamas,3,0,0,17,0,20,0,0,0,,,,ok
OR-F00325,Clackamas,5,1,5,45,0,55,0,0,5,,,,ok
OR-F00666,Clackamas,8,4,3,107,0,118,0,0,3,,,,ok
OR-F00143,Clackamas,4,0,0,2,0,6,0,0,0,,,,ok
OR-F00114,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00049,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00013,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00545,Clackamas,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00279,Clackamas,6,0,0,0,0,6,0,0,0,,,,ok
OR-F00496,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00358,Clackamas,5,1,1,5,0,11,0,0,1,,,,ok
OR-F00315,Clackamas,6,3,1,74,0,81,0,0,1,,,,ok
OR-F00436,Clackamas,6,2,0,10,0,16,0,0,0,,,,ok
OR-F00119,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00009,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00354,Clackamas,7,4,2,137,0,146,0,0,2,,,,ok
OR-F00599,Clackamas,6,0,0,7,0,13,0,0,0,,,,ok
OR-F00452,Clackamas,5,1,0,2,0,7,0,0,0,,,,ok
OR-F00150,Clackamas,5,1,0,1,0,6,0,0,0,,,,ok
OR-F00525,Clackamas,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00061,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00517,Clackamas,3,0,0,2,0,5,0,0,0,,,,ok
OR-F00235,Clackamas,7,1,1,3,0,11,0,0,1,,,,ok
OR-F00369,Clackamas,6,1,0,16,0,22,0,0,0,,,,ok
OR-F00004,Clackamas,4,0,0,0,0,4,0,0,0,,,,ok
OR-F00381,Clackamas,6,0,0,1,0,7,0,0,0,,,,ok
OR-F00048,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00096,Clackamas,1,0,0,0,0,1,0,0,0,,,,ok
OR-F00322,Clackamas,4,2,1,32,0,37,0,0,1,,,,ok
OR-F00644,Clackamas,7,3,1,56,0,64,0,0,1,,,,ok
OR-F00035,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00280,Clackamas,7,1,0,8,0,15,0,0,0,,,,ok
OR-F00458,Clackamas,6,0,0,6,0,12,0,0,0,,,,ok
OR-F00121,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00284,Clackamas,3,0,1,0,0,4,0,0,1,,,,ok
OR-F00676,Clackamas,9,5,3,76,0,88,0,0,3,,,,ok
OR-F00324,Clackamas,5,1,0,30,0,35,0,0,0,,,,ok
OR-F00461,Clackamas,6,0,0,5,0,11,0,0,0,,,,ok
OR-F00678,Clackamas,6,3,1,109,0,116,0,0,1,,,,ok
OR-F00441,Clackamas,6,0,0,1,0,7,0,0,0,,,,ok
OR-F00668,Clackamas,8,4,5,24,0,37,0,0,5,,,,ok
OR-F00080,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00094,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00008,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00349,Clackamas,7,3,1,82,0,90,0,0,1,,,,ok
OR-F00205,Clackamas,17,9,0,59,0,76,0,0,0,,,,ok
OR-F00136,Clackamas,6,0,0,13,0,19,0,0,0,,,,ok
OR-F00214,Clackamas,14,9,0,54,0,68,0,0,0,,,,ok
OR-F00308,Clackamas,6,3,1,82,0,89,0,0,1,,,,ok
OR-F00475,Clackamas,7,0,1,5,0,13,0,0,1,,,,ok
OR-F00580,Clackamas,5,1,0,3,0,8,0,0,0,,,,ok
OR-F00647,Clackamas,6,1,2,32,0,40,0,0,2,,,,ok
OR-F00333,Clackamas,8,3,2,47,0,57,0,0,2,,,,ok
OR-F00226,Clackamas,8,2,0,4,0,12,0,0,0,,,,ok
OR-F00740,Clackamas,5,0,0,4,0,9,0,0,0,,,,ok
OR-F00078,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00045,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00744,Clackamas,2,0,0,0,0,2,0,0,0,,,,ok
OR-F00069,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00389,Clackamas,3,0,0,5,0,8,0,0,0,,,,ok
OR-F00637,Clackamas,6,1,1,82,0,89,0,0,1,,,,ok
OR-F00640,Clackamas,6,0,0,6,0,12,0,0,0,,,,ok
OR-F00317,Clackamas,5,0,0,0,0,5,0,0,0,,,,ok
OR-F00675,Clackamas,3,0,0,24,0,27,0,0,0,,,,ok
OR-F00215,Clackamas,19,14,0,144,0,163,0,0,0,,,,ok
OR-F00487,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00157,Clackamas,6,0,0,0,0,6,0,0,0,,,,ok
OR-F00342,Clackamas,10,5,2,207,0,219,0,0,2,,,,ok
OR-F00031,Clackamas,2,0,0,1,0,3,0,0,0,,,,ok
OR-F00718,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00671,Clackamas,7,2,5,43,0,55,0,0,5,,,,ok
OR-F00327,Clackamas,8,3,5,120,0,133,0,0,5,,,,ok
OR-F00612,Clackamas,3,0,0,0,0,3,0,0,0,,,,ok
OR-F00623,Clackamas,4,0,0,1,0,5,0,0,0,,,,ok
OR-F00758,Clackamas,4,1,1,1,0,6,0,0,1,,,,ok
OR-F00056,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00415,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00526,Clackamas,3,0,0,1,0,4,0,0,0,,,,ok
OR-F00063,Clackamas,0,0,0,0,0,0,0,0,0,,,,ok
OR-F00672,Clackamas,4,1,0,26,0,30,0,0,0,,,,ok
OR-F00217,Clackamas,9,7,0,38,0,47,0,0,0,,,,ok
OR-F00630,Clackamas,7,1,0,10,0,17,0,0,0,,,,ok
OR-F00363,Clackamas,2,0,0,4,0,6,0,0,0,,,,ok
OR-F00654,Clackamas,6,2,0,30,0,36,0,0,0,,,,ok
OR-F00655,Clackamas,6,2,1,16,0,23,0,0,1,,,,ok
OR-F00632,Clackamas,5,1,1,50,0,56,0,0,1,,,,ok
OR-F00645,Clackamas,5,0,0,6,0,11,0,0,0,,,,ok
