facility_id,License_Status,County,Licensed_Capacity,Specialty,Contract,RCS_Region_Unit,Has_Public_Reports,DateAccessed,Medicaid_Contract_Flag,n_inspections,n_investigations,n_enforcement,n_limitations,n_civil_fines,n_stop_placement,n_conditions,n_docs_total,latest_year,latest_enforcement_year,addr_shared_count,phone_shared_count,cluster_id
OR-F00022,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00692,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,2,0,0,0,6,,,1,1,
OR-F00585,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,9,0,1,1,0,0,1,11,,,1,1,
OR-F00747,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,6,1,0,3,0,0,0,9,,,1,1,
OR-F00110,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00250,Open,Washington,3,AFH,,,,2026-07-06,No/Unknown,3,0,0,3,0,0,0,6,,,1,1,
OR-F00386,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,3,0,0,0,6,,,1,1,
OR-F00715,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00613,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,1,0,1,0,0,0,4,,,1,1,
OR-F00724,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,13,5,1,5,0,0,1,19,,,1,1,
OR-F00554,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00651,Open,Washington,95,ALF,,,,2026-07-06,No/Unknown,3,0,0,3,0,0,0,6,,,2,2,OR009
OR-F00656,Open,Washington,135,ALF,,,,2026-07-06,No/Unknown,1,0,0,7,0,0,0,8,,,1,2,OR042
OR-F00365,Open,Washington,28,"RCF, Memory Care",,,,2026-07-06,No/Unknown,1,0,0,7,0,0,0,8,,,1,2,OR042
OR-F00347,Open,Washington,30,"RCF, Memory Care",,,,2026-07-06,No/Unknown,4,1,0,17,0,0,0,21,,,2,2,OR009
OR-F00664,Open,Washington,75,ALF,,,,2026-07-06,No/Unknown,3,0,0,15,0,0,0,18,,,1,1,
OR-F00638,Open,Washington,80,ALF,,,,2026-07-06,No/Unknown,5,1,0,10,0,0,0,15,,,2,2,OR018
OR-F00639,Open,Washington,69,ALF,Medicaid,,,2026-07-06,Yes,3,0,0,16,0,0,0,19,,,2,2,OR022
OR-F00149,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00161,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,8,0,0,0,12,,,1,1,
OR-F00219,Open,Washington,112,NF,Medicaid,,,2026-07-06,Yes,0,0,3,93,0,0,3,96,,,1,1,
OR-F00598,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,2,0,0,0,6,,,1,1,
OR-F00116,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00344,Open,Washington,155,"RCF, Memory Care",,,,2026-07-06,No/Unknown,3,1,1,38,0,0,1,42,,,1,1,
OR-F00701,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00602,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,6,1,0,1,0,0,0,7,,,1,1,
OR-F00388,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,0,1,6,0,0,1,11,,,1,1,
OR-F00176,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,0,0,1,0,0,0,5,,,1,1,
OR-F00122,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00578,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00614,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00420,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,4,0,1,7,0,0,1,12,,,1,1,
OR-F00552,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,2,0,0,0,5,,,1,1,
OR-F00531,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,0,0,16,0,0,0,20,,,1,1,
OR-F00776,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00332,Open,Washington,48,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,4,2,3,105,0,0,3,112,,,1,1,
OR-F00340,Open,Washington,68,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,15,12,2,185,0,0,2,202,,,1,1,
OR-F00089,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00772,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,5,0,0,0,8,,,1,1,
OR-F00684,Open,Washington,55,ALF,Medicaid,,,2026-07-06,Yes,2,0,1,19,0,0,1,22,,,1,1,
OR-F00754,Open,Washington,2,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00220,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00497,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,3,0,0,0,5,,,1,1,
OR-F00697,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00785,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,3,0,0,0,3,,,1,1,
OR-F00060,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00407,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00583,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00032,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,2,0,0,0,3,,,1,1,
OR-F00026,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00733,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,0,0,0,0,4,,,1,1,
OR-F00237,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,3,0,0,0,9,,,1,1,
OR-F00006,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00402,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,1,5,0,0,1,10,,,1,1,
OR-F00699,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00773,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00717,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,2,0,0,0,7,,,1,1,
OR-F00169,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00437,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00704,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,0,0,0,0,7,,,1,1,
OR-F00440,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,8,0,0,0,14,,,1,1,
OR-F00593,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,1,0,0,0,6,,,1,1,
OR-F00721,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,16,0,6,10,0,0,6,32,,,1,1,
OR-F00394,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,1,0,1,0,0,0,5,,,1,1,
OR-F00546,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00190,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,2,0,0,0,5,,,1,1,
OR-F00493,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00474,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,0,0,0,0,4,,,1,1,
OR-F00472,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,0,0,0,0,3,,,1,1,
OR-F00059,Open,Clackamas,0,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00450,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,3,0,0,0,7,,,1,1,
OR-F00422,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00371,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00536,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00477,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,3,0,0,0,8,,,1,1,
OR-F00102,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00233,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00298,Open,Clackamas,10,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,3,1,0,9,0,0,0,12,,,1,1,
OR-F00576,Open,Clackamas,24,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,3,0,0,32,0,0,0,35,,,2,2,OR035
OR-F00681,Open,Clackamas,65,ALF,Medicaid,,,2026-07-12,Yes,3,1,0,18,0,0,0,21,,,2,2,OR035
OR-F00201,Open,Clackamas,87,NF,Medicaid,,,2026-07-12,Yes,9,8,1,35,0,0,1,45,,,1,1,
OR-F00194,Open,Clackamas,95,NF,Medicaid,,,2026-07-12,Yes,18,17,1,92,0,0,1,111,,,1,1,
OR-F00348,Open,Clackamas,15,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00790,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,2,0,0,0,9,,,1,1,
OR-F00359,Open,Clackamas,68,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,8,5,4,25,0,0,4,37,,,1,1,
OR-F00251,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00519,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,2,0,0,0,6,,,1,1,
OR-F00382,Open,Clackamas,3,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,5,0,0,0,10,,,1,1,
OR-F00092,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00171,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,0,0,2,0,0,0,10,,,1,1,
OR-F00154,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,14,0,1,4,0,0,1,19,,,1,1,
OR-F00631,Open,Clackamas,60,ALF,,,,2026-07-12,No,2,0,0,0,0,0,0,2,,,1,2,OR048
OR-F00301,Open,Clackamas,32,"RCF, Memory Care",,,,2026-07-12,No,2,0,0,0,0,0,0,2,,,1,2,OR048
OR-F00609,Open,Clackamas,3,AFH,,,,2026-07-12,No,5,0,0,0,0,0,0,5,,,1,1,
OR-F00300,Open,Clackamas,120,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,8,3,3,145,0,0,3,156,,,1,1,
OR-F00303,Open,Clackamas,37,RCF,Medicaid,,,2026-07-12,Yes,6,2,3,35,0,0,3,44,,,1,1,
OR-F00016,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00282,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,0,0,1,0,0,0,6,,,1,1,
OR-F00187,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,1,0,0,0,1,5,,,1,1,
OR-F00680,Open,Clackamas,55,ALF,Medicaid,,,2026-07-12,Yes,5,2,2,56,0,0,2,63,,,1,1,
OR-F00242,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00155,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,1,0,0,0,3,,,1,1,
OR-F00627,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,1,0,0,0,4,,,1,1,
OR-F00737,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,14,2,0,5,0,0,0,19,,,1,1,
OR-F00275,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,1,0,0,0,6,,,1,1,
OR-F00224,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,9,2,0,3,0,0,0,12,,,1,1,
OR-F00362,Open,Clackamas,15,RCF,,,,2026-07-12,No,3,0,0,1,0,0,0,4,,,1,1,
OR-F00451,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00791,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00484,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,7,1,0,4,0,0,0,11,,,1,1,
OR-F00763,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00304,Open,Clackamas,40,RCF,,,,2026-07-12,No,7,3,0,23,0,0,0,30,,,1,1,
OR-F00486,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,1,8,0,0,1,16,,,1,1,
OR-F00101,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00044,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00431,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,0,0,0,0,3,,,1,1,
OR-F00409,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,0,1,6,0,0,1,15,,,1,1,
OR-F00281,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,7,0,0,0,13,,,1,1,
OR-F00153,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,1,0,0,0,0,0,5,,,1,1,
OR-F00312,Open,Clackamas,35,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,4,1,0,46,0,0,0,50,,,1,2,OR006
OR-F00330,Open,Clackamas,20,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,3,0,0,12,0,0,0,15,,,1,2,OR006
OR-F00725,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,0,0,1,0,0,0,9,,,1,1,
OR-F00398,Open,Clackamas,4,AFH,,,,2026-07-12,No,4,0,0,0,0,0,0,4,,,1,1,
OR-F00485,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00286,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00466,Open,Clackamas,5,AFH,,,,2026-07-12,No,7,0,1,9,0,0,1,17,,,1,1,
OR-F00490,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00246,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00179,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00659,Open,Clackamas,48,ALF,Medicaid,,,2026-07-12,Yes,6,1,1,35,0,0,1,42,,,1,1,
OR-F00738,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00170,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00550,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,1,0,20,0,0,0,28,,,1,1,
OR-F00230,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00524,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,4,0,0,0,9,,,1,1,
OR-F00565,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,0,0,0,0,3,,,1,1,
OR-F00723,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,1,0,0,0,5,,,1,1,
OR-F00030,Open,Clackamas,3,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00261,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,4,0,0,0,9,,,1,1,
OR-F00460,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,5,0,0,0,10,,,1,1,
OR-F00208,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,1,0,0,0,6,,,1,1,
OR-F00010,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00594,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,8,0,0,6,0,0,0,14,,,1,1,
OR-F00025,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,1,8,0,0,1,13,,,1,1,
OR-F00792,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,1,9,0,0,1,17,,,1,1,
OR-F00385,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,3,0,0,0,9,,,1,1,
OR-F00372,Open,Clackamas,3,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,3,0,0,0,6,,,1,1,
OR-F00503,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,1,0,2,0,0,0,6,,,1,1,
OR-F00046,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,0,0,0,0,5,,,1,1,
OR-F00311,Open,Clackamas,30,RCF,Medicaid,,,2026-07-12,Yes,5,2,4,29,0,0,4,38,,,1,5,OR029
OR-F00319,Open,Clackamas,30,RCF,Medicaid,,,2026-07-12,Yes,4,1,1,21,0,0,1,26,,,1,5,OR029
OR-F00338,Open,Clackamas,30,RCF,Medicaid,,,2026-07-12,Yes,4,1,3,19,0,0,3,26,,,1,5,OR029
OR-F00318,Open,Clackamas,30,RCF,Medicaid,,,2026-07-12,Yes,3,1,1,30,0,0,1,34,,,1,5,OR029
OR-F00029,Open,Clackamas,2,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00375,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,0,0,0,0,5,,,1,1,
OR-F00731,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,7,0,0,0,13,,,1,1,
OR-F00789,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,13,0,0,17,0,0,0,30,,,1,1,
OR-F00074,Open,Clackamas,4,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00100,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00618,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00088,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00610,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,4,0,0,0,9,,,1,1,
OR-F00557,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,9,0,0,0,13,,,1,1,
OR-F00387,Open,Clackamas,5,AFH,,,,2026-07-12,No,5,0,0,1,0,0,0,6,,,1,1,
OR-F00495,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,0,0,0,0,0,0,3,,,1,1,
OR-F00779,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00041,Open,Clackamas,4,AFH,Medicaid,,,2026-07-12,Yes,1,0,0,1,0,0,0,2,,,1,1,
OR-F00703,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,3,0,0,0,9,,,1,1,
OR-F00218,Open,Clackamas,16,NF,,,,2026-07-12,No,8,3,1,29,0,0,1,38,,,1,1,
OR-F00124,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00432,Open,Clackamas,4,AFH,,,,2026-07-12,No,6,1,0,15,0,0,0,21,,,1,1,
OR-F00336,Open,Clackamas,16,"RCF, Memory Care",,,,2026-07-12,No,7,2,3,6,0,0,3,16,,,1,2,OR026
OR-F00329,Open,Clackamas,32,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,4,1,2,37,0,0,2,43,,,1,1,
OR-F00364,Open,Clackamas,32,"RCF, Memory Care",,,,2026-07-12,No,2,0,0,12,0,0,0,14,,,2,2,OR034
OR-F00355,Open,Clackamas,24,"RCF, Memory Care",,,,2026-07-12,No,7,2,0,25,0,0,0,32,,,2,2,OR024
OR-F00353,Open,Clackamas,26,"RCF, Memory Care",,,,2026-07-12,No,6,1,0,8,0,0,0,14,,,2,2,OR017
OR-F00573,Open,Clackamas,51,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,6,2,1,64,0,0,1,71,,,2,2,OR019
OR-F00133,Open,Clackamas,2,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00570,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00739,Open,Clackamas,0,AFH,Medicaid,,,2026-07-12,Yes,6,0,0,14,0,0,0,20,,,1,2,OR030
OR-F00007,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00661,Open,Clackamas,101,ALF,Medicaid,,,2026-07-12,Yes,11,7,4,199,0,0,4,214,,,1,1,
OR-F00105,Open,Clackamas,3,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00054,Open,Clackamas,5,AFH,,,,2026-07-12,No,1,0,0,0,0,0,0,1,,,1,1,
OR-F00320,Open,Clackamas,15,RCF,,,,2026-07-12,No,3,0,0,2,0,0,0,5,,,1,1,
OR-F00360,Open,Clackamas,15,"RCF, Memory Care",Medicaid,,,2026-07-12,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00700,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,10,0,0,3,0,0,0,13,,,1,1,
OR-F00118,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00662,Open,Clackamas,79,ALF,Medicaid,,,2026-07-12,Yes,7,4,6,99,0,0,6,112,,,1,1,
OR-F00514,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,2,0,0,0,6,,,1,1,
OR-F00001,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00120,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00302,Open,Clackamas,75,RCF,Medicaid,,,2026-07-12,Yes,4,0,1,11,0,0,1,16,,,1,1,
OR-F00419,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00515,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,5,0,0,0,9,,,1,1,
OR-F00665,Open,Clackamas,52,ALF,Medicaid,,,2026-07-12,Yes,5,1,0,23,0,0,0,28,,,1,1,
OR-F00445,Open,Clackamas,5,AFH,,,,2026-07-12,No,4,0,0,0,0,0,0,4,,,1,1,
OR-F00498,Open,Clackamas,5,AFH,,,,2026-07-12,No,10,0,1,6,0,0,1,17,,,1,1,
OR-F00596,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,1,0,5,0,0,0,10,,,1,1,
OR-F00043,Open,Clackamas,5,AFH,,,,2026-07-12,No,2,0,0,4,0,0,0,6,,,1,1,
OR-F00307,Open,Clackamas,16,RCF,,,,2026-07-12,No,4,0,0,9,0,0,0,13,,,1,1,
OR-F00185,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,3,0,0,0,7,,,1,1,
OR-F00055,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00145,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00174,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,7,0,0,0,14,,,1,1,
OR-F00264,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,5,0,0,8,0,0,0,13,,,1,1,
OR-F00555,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,1,0,0,0,8,,,1,1,
OR-F00479,Open,Clackamas,3,AFH,,,,2026-07-12,No,3,0,0,1,0,0,0,4,,,1,1,
OR-F00034,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,1,0,6,0,0,0,10,,,1,1,
OR-F00696,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00182,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,2,0,0,1,0,0,0,3,,,1,1,
OR-F00255,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,6,1,0,0,0,0,0,6,,,1,1,
OR-F00688,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,7,0,0,4,0,0,0,11,,,1,1,
OR-F00272,Open,Clackamas,1,AFH,Medicaid,,,2026-07-12,Yes,8,0,1,7,0,0,1,16,,,1,1,
OR-F00653,Open,Clackamas,56,ALF,,,,2026-07-12,No,3,0,0,7,0,0,0,10,,,1,1,
OR-F00098,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
OR-F00188,Open,Clackamas,5,AFH,Medicaid,,,2026-07-12,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00513,Open,Clackamas,5,AFH,,,,2026-07-12,No,9,0,2,8,0,0,2,19,,,1,1,
OR-F00003,Open,Clackamas,5,AFH,,,,2026-07-12,No,3,1,0,2,0,0,0,5,,,1,1,
OR-F00361,Open,Clackamas,16,RCF,,,,2026-07-12,No,2,0,0,3,0,0,0,5,,,1,1,
OR-F00106,Open,Clackamas,5,AFH,,,,2026-07-12,No,0,0,0,0,0,0,0,0,,,1,1,
