facility_id,County,Licensed_Capacity,Medicaid_Contract_Flag,Specialty,Contract,n_inspections,n_investigations,n_enforcement,n_civil_fines,n_stop_placement,n_conditions,phone_shared_count,RF03_multi_home_operator,RF08_network_cluster,high_complaint_load,has_enforcement,has_stop_placement,has_condition,RF06_exclusion_match,latest_enforcement_year
OR-F00633,Washington,147,Yes,ALF,Medicaid,2,0,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00334,Washington,27,Yes,"RCF, Memory Care",Medicaid,2,0,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00482,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00760,Washington,5,Yes,AFH,Medicaid,7,1,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00268,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00168,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00761,Washington,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00549,Washington,5,Yes,AFH,Medicaid,5,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00014,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00483,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00508,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00560,Washington,5,Yes,AFH,Medicaid,5,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00295,Washington,64,Yes,"RCF, Memory Care",Medicaid,5,2,3,0,0,3,1,False,False,False,True,False,True,False,
OR-F00529,Washington,4,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00072,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00756,Washington,5,Yes,AFH,Medicaid,6,3,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00292,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00510,Washington,5,Yes,AFH,Medicaid,8,5,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00039,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00033,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00258,Washington,4,Yes,AFH,Medicaid,11,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00620,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00434,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00454,Washington,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00646,Washington,153,No/Unknown,"ALF, Memory Care",,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00592,Washington,4,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00020,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00254,Washington,4,Yes,AFH,Medicaid,7,4,2,0,0,2,1,False,False,True,True,False,True,False,
OR-F00726,Washington,4,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00015,Washington,2,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00147,Washington,3,Yes,AFH,Medicaid,9,2,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00222,Washington,5,Yes,AFH,Medicaid,6,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00784,Washington,5,Yes,AFH,Medicaid,13,8,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00775,Washington,4,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00113,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00128,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00499,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00172,Washington,5,Yes,AFH,Medicaid,3,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00729,Washington,5,Yes,AFH,Medicaid,5,0,7,0,0,7,1,False,False,False,True,False,True,False,
OR-F00443,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00551,Washington,5,Yes,AFH,Medicaid,5,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00276,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00274,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00438,Washington,5,No/Unknown,AFH,,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00071,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00535,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00492,Washington,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00021,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00241,Washington,3,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00291,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00603,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00131,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00065,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00183,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00751,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00152,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00245,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00433,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00448,Washington,5,No/Unknown,AFH,,6,0,3,0,0,3,1,False,False,False,True,False,True,False,
OR-F00527,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00489,Washington,5,Yes,AFH,Medicaid,4,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00212,Washington,39,Yes,"NF, Memory Care",Medicaid,0,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00297,Washington,22,Yes,"RCF, Memory Care",Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00674,Washington,70,Yes,ALF,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00202,Washington,63,Yes,NF,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00648,Washington,87,Yes,ALF,Medicaid,3,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00607,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00160,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00198,Washington,165,Yes,NF,Medicaid,0,0,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00331,Washington,16,Yes,"RCF, Memory Care",Medicaid,2,0,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00392,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00175,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00628,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00506,Washington,5,Yes,AFH,Medicaid,6,3,0,0,0,0,2,True,False,True,False,False,False,False,
OR-F00167,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00189,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00617,Washington,3,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00606,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00690,Washington,4,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00649,Washington,65,No/Unknown,ALF,,5,2,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00341,Washington,23,No/Unknown,"RCF, Memory Care",,3,0,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00657,Washington,141,No/Unknown,ALF,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00652,Washington,131,No/Unknown,ALF,,4,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00350,Washington,28,No/Unknown,"RCF, Memory Care",,3,0,2,0,0,2,2,True,False,False,True,False,True,False,
OR-F00548,Washington,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00162,Washington,5,Yes,AFH,Medicaid,7,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00236,Washington,5,Yes,AFH,Medicaid,8,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00713,Washington,5,Yes,AFH,Medicaid,11,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00769,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00125,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00488,Washington,1,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00038,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00468,Washington,5,No/Unknown,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00702,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00423,Washington,5,No/Unknown,AFH,,5,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00770,Washington,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00611,Washington,5,Yes,AFH,Medicaid,7,2,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00591,Washington,5,Yes,AFH,Medicaid,4,2,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00066,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00425,Washington,5,No/Unknown,AFH,,4,2,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00465,Washington,5,No/Unknown,AFH,,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00376,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00694,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00494,Washington,5,No/Unknown,AFH,,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00559,Washington,2,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00650,Washington,75,No/Unknown,ALF,,3,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00345,Washington,44,No/Unknown,"RCF, Memory Care",,5,2,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00127,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00343,Washington,33,No/Unknown,"RCF, Memory Care",,5,3,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00057,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00582,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00085,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00469,Washington,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00191,Washington,5,No/Unknown,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00709,Washington,4,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00421,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00126,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00243,Washington,5,No/Unknown,AFH,,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00574,Washington,56,Yes,"RCF, Memory Care",Medicaid,6,4,2,0,0,2,2,True,False,True,True,False,True,False,
OR-F00663,Washington,78,Yes,ALF,Medicaid,4,2,3,0,0,3,2,True,False,False,True,False,True,False,
OR-F00539,Washington,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00764,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00138,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00708,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00042,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00732,Washington,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00023,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00165,Washington,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00579,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00068,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00040,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00414,Washington,5,Yes,AFH,Medicaid,7,5,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00788,Washington,5,Yes,AFH,Medicaid,3,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00252,Washington,5,Yes,AFH,Medicaid,6,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00223,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00682,Washington,75,Yes,ALF,Medicaid,10,8,5,0,0,5,1,False,False,True,True,False,True,False,
OR-F00677,Washington,74,Yes,ALF,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00636,Washington,90,Yes,ALF,Medicaid,5,2,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00313,Washington,21,Yes,"RCF, Memory Care",Medicaid,4,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00413,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00459,Washington,5,Yes,AFH,Medicaid,8,1,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00294,Washington,49,No/Unknown,"RCF, Memory Care",,4,2,2,0,0,2,2,True,False,False,True,False,True,False,
OR-F00669,Washington,118,No/Unknown,ALF,,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00449,Washington,4,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00163,Washington,5,Yes,AFH,Medicaid,6,3,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00405,Washington,5,Yes,AFH,Medicaid,1,0,2,0,0,2,1,False,False,False,True,False,True,False,
OR-F00600,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00050,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00062,Washington,4,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00024,Washington,3,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00463,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00480,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00722,Washington,5,Yes,AFH,Medicaid,5,2,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00734,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00520,Washington,5,Yes,AFH,Medicaid,2,0,1,1,0,0,1,False,False,False,True,False,False,False,
OR-F00283,Washington,5,Yes,AFH,Medicaid,2,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00314,Washington,48,Yes,"RCF, Memory Care",Medicaid,1,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00670,Washington,95,Yes,ALF,Medicaid,6,4,2,0,0,2,1,False,False,True,True,False,True,False,
OR-F00530,Washington,4,Yes,AFH,Medicaid,10,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00269,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00181,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00005,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00180,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00290,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00746,Washington,3,Yes,AFH,Medicaid,3,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00262,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00097,Washington,3,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00130,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00305,Washington,71,No/Unknown,RCF,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00209,Washington,5,No/Unknown,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00148,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00501,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00502,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00259,Washington,5,No/Unknown,AFH,,6,2,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00412,Washington,5,Yes,AFH,Medicaid,7,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00426,Washington,3,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00271,Washington,4,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00622,Washington,4,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00064,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00370,Washington,3,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00686,Washington,84,No/Unknown,ALF,,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00192,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00471,Washington,1,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00523,Washington,5,No/Unknown,AFH,,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00151,Washington,5,No/Unknown,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00022,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00692,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00585,Washington,5,Yes,AFH,Medicaid,9,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00747,Washington,5,No/Unknown,AFH,,6,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00110,Washington,4,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00250,Washington,3,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00386,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00715,Washington,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00613,Washington,5,Yes,AFH,Medicaid,3,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00724,Washington,5,Yes,AFH,Medicaid,13,5,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00554,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00651,Washington,95,No/Unknown,ALF,,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00656,Washington,135,No/Unknown,ALF,,1,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00365,Washington,28,No/Unknown,"RCF, Memory Care",,1,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00347,Washington,30,No/Unknown,"RCF, Memory Care",,4,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00664,Washington,75,No/Unknown,ALF,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00638,Washington,80,No/Unknown,ALF,,5,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00639,Washington,69,Yes,ALF,Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00149,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00161,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00219,Washington,112,Yes,NF,Medicaid,0,0,3,0,0,3,1,False,False,False,True,False,True,False,
OR-F00598,Washington,5,Yes,AFH,Medicaid,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00116,Washington,4,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00344,Washington,155,No/Unknown,"RCF, Memory Care",,3,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00701,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00602,Washington,5,Yes,AFH,Medicaid,6,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00388,Washington,5,Yes,AFH,Medicaid,4,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00176,Washington,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00122,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00578,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00614,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00420,Washington,4,Yes,AFH,Medicaid,4,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00552,Washington,5,No/Unknown,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00531,Washington,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00776,Washington,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00332,Washington,48,Yes,"RCF, Memory Care",Medicaid,4,2,3,0,0,3,1,False,False,False,True,False,True,False,
OR-F00340,Washington,68,Yes,"RCF, Memory Care",Medicaid,15,12,2,0,0,2,1,False,False,True,True,False,True,False,
OR-F00089,Washington,4,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00772,Washington,3,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00684,Washington,55,Yes,ALF,Medicaid,2,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00754,Washington,2,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00220,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00497,Washington,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00697,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00785,Washington,5,No/Unknown,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00060,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00407,Washington,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00583,Washington,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00032,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00026,Clackamas,5,Yes,AFH,Medicaid,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00733,Clackamas,5,No,AFH,,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00237,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00006,Clackamas,4,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00402,Clackamas,5,No,AFH,,4,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00699,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00773,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00717,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00169,Clackamas,5,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00437,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00704,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00440,Clackamas,5,Yes,AFH,Medicaid,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
